u,i,r,t
3979,2534,1.0,1127520000
3979,475,2.0,1354406400
3979,3986,5.0,1327708800
3979,974,3.0,1102464000
3979,3530,3.0,1228780800
3979,3596,4.0,1261180800
3979,7290,4.0,1102291200
3979,1920,2.0,1233273600
3979,4669,5.0,1291766400
3979,1248,3.0,1394409600
3979,5398,1.0,1295308800
3979,495,5.0,1097020800
3979,4532,4.0,1101168000
3979,7626,5.0,1293408000
3979,382,5.0,1034035200
3979,123,4.0,1102464000
3979,605,4.0,1102550400
3979,476,5.0,1179705600
2546,211,4.0,1138838400
2546,5003,3.0,1138060800
2546,185,4.0,1136764800
2546,911,2.0,1160870400
2546,8846,5.0,1135468800
2546,825,4.0,1140912000
2546,1122,1.0,1171411200
2546,1255,5.0,1142121600
2546,536,5.0,1140307200
2546,112,4.0,1155254400
2546,9522,4.0,1140220800
2546,909,4.0,1156896000
2546,768,2.0,1153785600
2546,91,3.0,1136592000
2546,1875,4.0,1153612800
8785,194,3.0,1132704000
8785,185,4.0,1133308800
8785,4705,5.0,1116633600
8785,986,5.0,1074902400
8785,905,5.0,1104019200
8785,91,4.0,1132704000
4824,91,5.0,1389052800
4824,204,5.0,1394150400
4824,8722,5.0,1383955200
4824,1437,5.0,1376697600
4824,7977,5.0,1383955200
4824,3126,5.0,1394841600
4824,4103,5.0,1389052800
4824,234,5.0,1376697600
4824,9287,5.0,1373328000
4824,8764,5.0,1400889600
6353,869,5.0,960768000
6353,463,4.0,1001376000
6353,8305,5.0,963792000
6353,1916,5.0,1001376000
6353,3449,5.0,966556800
6353,91,4.0,1129248000
6353,154,4.0,1112486400
6353,1429,5.0,947462400
6353,7281,5.0,959040000
6353,4222,5.0,1001376000
6353,2928,4.0,1007510400
6353,3138,4.0,966556800
6353,511,5.0,958780800
7054,3773,3.0,1378771200
7054,819,1.0,1327449600
7054,8866,5.0,1168732800
7054,1771,5.0,1332201600
7054,1548,2.0,1331769600
7054,5466,3.0,1286928000
7054,533,5.0,1269388800
7054,91,1.0,1267488000
7054,4151,5.0,1320710400
7054,8617,5.0,1306800000
7054,2180,5.0,1314057600
7054,766,2.0,1398902400
7054,2827,1.0,1387324800
7054,2698,5.0,1319673600
7054,3068,2.0,1214784000
7058,4148,5.0,1320192000
7058,9692,4.0,1297209600
7058,3350,2.0,1191196800
7058,91,1.0,1156550400
7058,2680,5.0,1386028800
7058,1441,3.0,1251158400
7058,8478,5.0,1386028800
7058,4967,5.0,1379635200
7058,9659,3.0,1355356800
7058,10260,5.0,1395446400
7058,8493,2.0,1302048000
7058,185,5.0,1314576000
9071,5740,5.0,1155859200
9071,762,5.0,1154822400
9071,383,5.0,1154995200
9071,781,5.0,1154908800
9071,9237,3.0,1134950400
9071,2876,4.0,1124150400
9071,9009,4.0,1125273600
9071,91,5.0,1139270400
9071,124,5.0,1123718400
9071,1726,1.0,1121904000
9071,3527,4.0,1146182400
9071,4013,4.0,1125273600
9071,3059,5.0,1162080000
677,305,4.0,1285632000
677,790,4.0,1278547200
677,2308,4.0,1326067200
677,1496,5.0,1326412800
677,5398,5.0,1249257600
677,3458,5.0,1328486400
677,8372,5.0,1325462400
677,3493,4.0,1259798400
677,1493,5.0,1291334400
677,2192,3.0,1276819200
677,8775,5.0,1292976000
677,525,5.0,1277251200
677,9904,4.0,1324252800
677,1324,5.0,1325894400
677,705,2.0,1272585600
677,2520,3.0,1277164800
677,388,5.0,1276041600
677,92,5.0,1272499200
677,230,4.0,1323388800
677,2306,5.0,1247097600
677,4027,5.0,1259712000
677,1302,4.0,1273536000
677,150,5.0,1242345600
677,5771,5.0,1327708800
677,958,4.0,1260144000
677,734,3.0,1257638400
677,1384,5.0,1291161600
677,8581,5.0,1286755200
677,1178,4.0,1277164800
677,2468,5.0,1296604800
677,892,5.0,1328227200
677,1163,5.0,1321056000
2715,394,5.0,1383004800
2715,815,4.0,1302998400
2715,6067,3.0,1262390400
2715,5328,5.0,1271203200
2715,2335,4.0,1275264000
2715,4304,4.0,1286150400
2715,338,5.0,1383004800
2715,242,5.0,1269129600
2715,1032,5.0,1299456000
2715,862,3.0,1327276800
2715,5393,4.0,1296604800
2715,1197,5.0,1361664000
2715,5665,5.0,1294012800
2715,817,4.0,1296604800
2715,93,5.0,1351641600
2715,7118,5.0,1289606400
2715,5860,4.0,1244851200
2715,92,5.0,1299628800
2715,3638,5.0,1264896000
2715,238,5.0,1329091200
2715,2831,5.0,1269648000
2715,174,5.0,1329091200
2715,2332,5.0,1318204800
2715,4796,3.0,1238976000
117,1283,5.0,1211414400
117,1269,4.0,1288137600
117,2027,5.0,1240617600
117,2712,5.0,1269648000
117,1254,5.0,1290470400
117,5953,4.0,1194652800
117,2320,5.0,1375056000
117,765,5.0,1233273600
117,1049,3.0,1281139200
117,5269,5.0,1182902400
117,1891,5.0,1216598400
117,4877,5.0,1283299200
117,3748,3.0,1181952000
117,190,5.0,1271894400
117,2895,5.0,1271980800
117,1861,4.0,1182384000
117,5759,5.0,1216166400
117,7161,5.0,1200700800
117,693,5.0,1391990400
117,9699,3.0,1233964800
117,1430,5.0,1352505600
117,1388,5.0,1400889600
117,479,5.0,1200700800
117,3873,3.0,1271894400
117,5943,5.0,1282780800
117,423,5.0,1182297600
117,3155,5.0,1209340800
117,1433,3.0,1234137600
117,140,3.0,1208131200
117,509,5.0,1205020800
117,6673,5.0,1193875200
117,6145,2.0,1304380800
4366,1209,5.0,1313107200
4366,444,4.0,1356739200
4366,92,3.0,1341878400
4366,2612,4.0,1318204800
4366,1921,4.0,1362873600
4366,3249,4.0,1363996800
4366,3841,1.0,1325980800
4366,8321,3.0,1350691200
4366,1587,3.0,1388880000
4366,3612,2.0,1364169600
4366,1208,2.0,1352592000
4366,530,4.0,1313107200
3680,169,1.0,1328918400
3680,338,5.0,1341705600
3680,127,5.0,1340668800
3680,1590,1.0,1375401600
3680,824,3.0,1342396800
3680,9384,1.0,1162252800
3680,4147,1.0,1160697600
3680,225,1.0,1340582400
3680,1375,5.0,1351296000
3680,1288,1.0,1374624000
3680,92,5.0,1341187200
3680,1419,1.0,1393027200
3680,3951,3.0,1154304000
3680,2321,5.0,1228435200
2191,256,4.0,1403740800
2191,1475,5.0,1402185600
2191,9422,5.0,1402185600
2191,151,4.0,1403827200
2191,1945,4.0,1402185600
2191,315,5.0,1402185600
2191,338,5.0,1378339200
2191,317,4.0,1236643200
2191,2491,5.0,1372723200
2191,3128,5.0,1379030400
2191,1052,5.0,1403827200
2191,3203,5.0,1381017600
2191,759,5.0,1386201600
2191,776,5.0,1397174400
2191,99,4.0,1403740800
2191,1036,5.0,1402185600
2191,110,4.0,1403827200
2191,395,4.0,1378339200
2191,1048,4.0,1402185600
2191,6217,5.0,1397174400
2191,92,4.0,1402185600
2191,6718,4.0,1372723200
2191,8500,4.0,1403049600
9054,5695,3.0,1359504000
9054,7861,5.0,1381190400
9054,939,5.0,1389571200
9054,92,5.0,1389571200
9054,1761,5.0,1350518400
9054,561,5.0,1389571200
9054,6103,4.0,1359504000
9054,1845,5.0,1351900800
9054,160,5.0,1381190400
9054,1610,5.0,1381190400
9054,3023,5.0,1381190400
9054,1439,5.0,1381190400
7798,1545,5.0,1378252800
7798,1128,5.0,1357689600
7798,552,5.0,1284163200
7798,1031,5.0,1205107200
7798,1451,5.0,1350604800
7798,5201,3.0,1315526400
7798,2113,5.0,1284163200
7798,428,5.0,1374192000
7798,9410,5.0,1277769600
7798,6234,5.0,1220832000
7798,372,5.0,1202256000
7798,3686,5.0,1357344000
7798,5529,5.0,1401580800
7798,92,5.0,1378252800
7798,1754,5.0,1348531200
7798,1887,5.0,1389052800
7798,1630,5.0,1171152000
2639,5627,4.0,1252713600
2639,8085,4.0,1330732800
2639,2867,3.0,1327363200
2639,2781,4.0,1333152000
2639,6379,4.0,1273449600
2639,92,4.0,1273449600
2639,184,3.0,1341619200
2639,1909,4.0,1325980800
2639,213,5.0,1337817600
2639,427,4.0,1332115200
2639,257,4.0,1324944000
2639,2157,4.0,1328486400
2639,9181,4.0,1325980800
2639,350,4.0,1328054400
2639,1562,5.0,1330041600
2639,822,5.0,1292371200
2639,1956,5.0,1311638400
2639,1046,3.0,1328486400
2639,521,4.0,1328054400
2639,4558,5.0,1190246400
2041,2452,3.0,1228867200
2041,6490,5.0,1232409600
2041,3453,4.0,1217635200
2041,611,4.0,1209168000
2041,340,3.0,1229558400
2041,247,5.0,1240963200
2041,656,3.0,1212451200
2041,3963,5.0,1359244800
2041,921,3.0,1205971200
2041,616,2.0,1204848000
2041,8602,3.0,1215216000
2041,1267,5.0,1350432000
2041,100,5.0,1198886400
2041,1398,4.0,1197158400
2041,2037,3.0,1257033600
2041,1811,4.0,1258243200
2041,1086,5.0,1198281600
2041,9733,5.0,1198454400
2041,2349,4.0,1206230400
2041,6215,4.0,1200960000
2041,1300,5.0,1204848000
2041,3632,4.0,1217635200
2041,3396,3.0,1201305600
2041,2444,3.0,1240099200
2041,1399,4.0,1391731200
2041,927,4.0,1213142400
2041,2366,4.0,1198281600
2041,5862,3.0,1269734400
2041,774,4.0,1201737600
2041,2071,4.0,1213747200
2041,8323,4.0,1239235200
2041,457,3.0,1236470400
4988,10210,3.0,1328572800
4988,2567,5.0,1173139200
4988,6337,1.0,1173139200
4988,92,5.0,1328572800
4988,1202,5.0,1328572800
4988,9059,5.0,1173139200
4988,3890,2.0,1328572800
4988,779,5.0,1328572800
4988,1859,5.0,1386201600
4988,256,5.0,1173139200
4988,1756,5.0,1173139200
4547,2900,5.0,1400198400
4547,1425,5.0,1396396800
4547,953,5.0,1397520000
4547,174,5.0,1397520000
4547,92,5.0,1397520000
4547,99,5.0,1397520000
4547,3272,5.0,1395273600
4547,2614,5.0,1397520000
4547,2642,5.0,1397433600
4547,1174,5.0,1397520000
4547,5053,5.0,1400198400
4547,5933,5.0,1400198400
6433,3290,5.0,1194220800
6433,417,5.0,1197417600
6433,8777,4.0,1394928000
6433,92,5.0,1273363200
6433,9007,5.0,1394928000
8593,3449,3.0,1029024000
8593,1484,5.0,1319760000
8593,92,5.0,1386028800
8593,520,5.0,1403740800
8593,237,5.0,1403740800
8165,2975,5.0,1234828800
8165,279,5.0,1396828800
8165,561,4.0,1323820800
8165,225,5.0,1271635200
8165,1998,2.0,1307836800
8165,4473,3.0,1260662400
8165,92,1.0,1270512000
8165,3327,5.0,1304208000
8165,8658,5.0,1286841600
8165,112,5.0,1264204800
8165,664,1.0,1239494400
8165,2791,2.0,1271116800
8165,1877,2.0,1270512000
7097,234,5.0,1388448000
7097,1493,3.0,1388448000
7097,4088,5.0,1395187200
7097,1565,3.0,1355875200
7097,1055,4.0,1388448000
7097,146,5.0,1376438400
7097,2642,3.0,1358208000
7097,92,5.0,1388448000
7097,338,5.0,1388448000
7097,5152,5.0,1208649600
7097,853,5.0,1395187200
7097,2073,4.0,1396569600
7431,3779,4.0,1358121600
7431,7253,3.0,1385942400
7431,6732,4.0,1246838400
7431,798,4.0,1232323200
7431,1889,3.0,1231459200
7431,3210,5.0,1230854400
7431,1011,3.0,1286496000
7431,380,4.0,1336694400
7431,6424,2.0,1230854400
7431,92,5.0,1344297600
7431,1284,4.0,1232409600
7431,635,5.0,1286496000
7431,626,5.0,1232323200
7431,1887,5.0,1385942400
8659,2992,5.0,1353715200
8659,6793,3.0,1397088000
8659,594,4.0,1369958400
8659,3928,5.0,1392336000
8659,2782,5.0,1367798400
8659,3491,5.0,1371427200
8659,194,4.0,1404864000
8659,137,5.0,1375315200
8659,1473,5.0,1371945600
8659,567,4.0,1362787200
8659,284,4.0,1371427200
8659,1243,5.0,1371945600
8659,1125,5.0,1353715200
8659,144,5.0,1301097600
8659,213,4.0,1392336000
8659,547,5.0,1353715200
8659,656,2.0,1375315200
8659,92,5.0,1353715200
8659,525,4.0,1375315200
8659,414,4.0,1353715200
8659,637,4.0,1386979200
8659,3195,4.0,1367539200
8659,8167,5.0,1404864000
8659,574,5.0,1357257600
8659,126,5.0,1353715200
8659,8062,4.0,1404864000
8659,384,5.0,1353715200
8659,2965,5.0,1353715200
6716,136,5.0,1228089600
6716,2303,5.0,1221350400
6716,3518,3.0,1370131200
6716,92,3.0,1271548800
6716,9016,1.0,1221350400
6716,2862,2.0,1363478400
6716,1998,1.0,1301702400
6716,9548,3.0,1253404800
6716,6875,2.0,1298419200
6716,1142,5.0,1301961600
6716,102,1.0,1173484800
6716,2644,1.0,1221350400
6716,254,5.0,1325894400
6716,2287,5.0,1101081600
9049,3984,3.0,1351382400
9049,448,5.0,1323820800
9049,914,5.0,1346803200
9049,891,5.0,1367193600
9049,3196,5.0,1361836800
9049,3722,5.0,1346803200
9049,868,2.0,1361836800
9049,92,4.0,1367193600
8402,3132,1.0,1333238400
8402,4165,5.0,1392163200
8402,793,1.0,1297209600
8402,2272,5.0,1392163200
8402,92,1.0,1332633600
8847,4285,1.0,1313712000
8847,334,4.0,1365120000
8847,579,2.0,1313712000
8847,9235,3.0,1313712000
8847,8845,5.0,1313712000
8847,875,3.0,1365120000
8847,92,1.0,1313712000
8847,1774,3.0,1313712000
8847,1896,2.0,1313712000
8847,1977,5.0,1365120000
8847,8874,5.0,1364947200
8847,4153,3.0,1313712000
8847,1851,3.0,1313712000
8847,1481,5.0,1313712000
8847,2565,3.0,1313712000
8847,2639,3.0,1313712000
8847,4137,5.0,1313712000
8847,465,3.0,1313712000
8847,4561,2.0,1313712000
8847,476,5.0,1313712000
8847,4564,5.0,1313712000
8847,2508,3.0,1296432000
8847,1693,5.0,1313712000
8847,3651,2.0,1313712000
3256,6916,3.0,1309737600
3256,8423,1.0,1315440000
3256,1865,4.0,1364688000
3256,730,5.0,1384560000
3256,93,5.0,1331251200
3256,5734,2.0,1310256000
3256,258,1.0,1357948800
3256,1597,3.0,1332115200
3256,2459,4.0,1342915200
3256,9933,3.0,1315699200
3256,1585,5.0,1319932800
3256,2234,1.0,1306627200
3256,1496,5.0,1318204800
3256,1798,2.0,1319932800
3256,2440,2.0,1332288000
3256,7786,4.0,1251158400
3256,5196,4.0,1329868800
3256,2933,1.0,1326067200
3256,7594,1.0,1395705600
3256,246,5.0,1312588800
2111,8702,5.0,1151971200
2111,93,1.0,1341360000
2111,1504,5.0,1358380800
2111,922,5.0,1305417600
2111,1411,5.0,1245715200
2111,785,5.0,1266105600
2111,2073,5.0,1398902400
2111,6040,5.0,1317859200
2111,4438,3.0,1319414400
2111,145,1.0,1378339200
2111,246,5.0,1397952000
2111,2156,1.0,1290988800
814,4335,5.0,1388188800
814,1015,5.0,1313798400
814,4635,5.0,1219190400
814,6619,5.0,1294531200
814,2085,5.0,1242864000
814,784,5.0,1216684800
814,6531,4.0,1330905600
814,634,3.0,1252022400
814,2790,4.0,1311379200
814,3432,4.0,1210118400
814,93,5.0,1331510400
814,727,4.0,1246492800
814,9264,3.0,1287619200
814,3610,4.0,1206403200
814,3182,2.0,1306800000
814,8468,5.0,1221004800
814,2807,4.0,1200528000
814,6705,5.0,1265587200
814,2379,5.0,1212019200
814,7491,5.0,1315008000
814,4295,3.0,1237939200
814,2037,4.0,1259712000
814,10316,2.0,1236643200
814,5114,4.0,1363564800
814,7720,4.0,1274400000
814,3042,4.0,1218067200
814,9216,4.0,1383091200
814,9016,5.0,1288051200
814,7369,4.0,1204070400
814,3207,3.0,1248739200
814,3205,5.0,1208822400
814,1006,3.0,1211241600
5890,1835,4.0,1372118400
5890,4220,5.0,1388793600
5890,6492,3.0,1370476800
5890,2761,5.0,1395964800
5890,313,4.0,1392508800
5890,1034,4.0,1361232000
5890,145,3.0,1390780800
5890,175,3.0,1369353600
5890,269,3.0,1371340800
5890,1425,5.0,1397174400
5890,2197,2.0,1387670400
5890,5333,5.0,1395964800
5890,312,2.0,1387584000
5890,751,3.0,1387584000
5890,370,5.0,1363046400
5890,93,2.0,1338854400
5890,5023,1.0,1382918400
5890,5325,4.0,1360368000
5890,6555,3.0,1385596800
5890,432,4.0,1384819200
5890,3737,3.0,1399161600
5890,2320,5.0,1388793600
5890,1803,5.0,1363046400
5890,9928,2.0,1399248000
5890,7533,5.0,1382918400
5890,7469,2.0,1387584000
4578,761,3.0,1339113600
4578,2179,2.0,1344643200
4578,93,4.0,1339891200
4578,2901,2.0,1344643200
4578,214,4.0,1344643200
4578,2862,3.0,1344643200
4578,4622,4.0,1339804800
4578,833,5.0,1339891200
4578,254,5.0,1339804800
4578,2996,5.0,1344643200
4578,903,5.0,1339113600
4578,1464,3.0,1339113600
1156,6643,5.0,1273363200
1156,904,5.0,1284768000
1156,205,5.0,1255478400
1156,118,5.0,1364428800
1156,144,5.0,1327536000
1156,1496,5.0,1340755200
1156,93,4.0,1349222400
1156,771,4.0,1329955200
1156,1754,5.0,1329955200
1156,2693,5.0,1287360000
1156,4797,5.0,1349481600
1156,1884,5.0,1352332800
1156,3399,5.0,1353456000
1156,6414,5.0,1299715200
1156,491,3.0,1388620800
1156,5292,5.0,1312416000
7580,2509,4.0,1288742400
7580,834,5.0,1125619200
7580,5521,5.0,1183161600
7580,93,4.0,1331337600
7580,3210,5.0,1129075200
7580,2314,5.0,1198454400
7580,4830,4.0,1124409600
7580,8484,3.0,1125619200
7580,6424,5.0,1126742400
7580,1179,4.0,1308182400
7580,6676,5.0,1128038400
7580,1471,5.0,1166659200
7580,7124,5.0,1126396800
7580,4304,4.0,1126310400
7580,277,5.0,1166659200
7580,2131,5.0,1125446400
7580,2444,4.0,1238371200
7580,4732,3.0,1126137600
7580,2332,5.0,1131753600
7580,9805,4.0,1153440000
3786,7143,5.0,1311984000
3786,93,5.0,1333152000
3786,5808,5.0,1298332800
3786,6488,5.0,1291939200
3786,7001,5.0,1390780800
3786,5487,5.0,1283472000
3786,9931,5.0,1283472000
3786,2590,5.0,1298332800
3786,4559,5.0,1291939200
3786,3800,5.0,1308873600
3786,5977,5.0,1390780800
3786,5451,5.0,1390780800
3786,8055,5.0,1390780800
2101,187,3.0,1347321600
2101,4795,5.0,1178409600
2101,525,2.0,1280275200
2101,800,4.0,1318464000
2101,93,5.0,1339113600
2101,723,5.0,1178409600
2101,1793,3.0,1312070400
2101,277,5.0,1374105600
2101,1672,3.0,1320796800
2101,827,4.0,1338681600
2101,2807,2.0,1212451200
2101,313,3.0,1395532800
8567,2246,5.0,1385596800
8567,566,5.0,1396915200
8567,752,1.0,1386201600
8567,3499,5.0,1334966400
8567,141,5.0,1333497600
8567,1289,5.0,1168473600
8567,5430,5.0,1333497600
8567,93,5.0,1340496000
8567,1070,5.0,1386201600
8567,6573,5.0,1333497600
8567,4887,5.0,1168473600
8567,3805,5.0,1333497600
8567,5866,5.0,1382140800
8567,2367,5.0,1336608000
8567,3961,4.0,1333497600
8567,1309,4.0,1358553600
8567,5020,5.0,1188432000
8567,4656,5.0,1334966400
8567,402,5.0,1188432000
8567,9850,5.0,1168473600
8567,897,5.0,1378252800
8567,461,5.0,1386201600
8567,4883,2.0,1332633600
8567,5828,4.0,1338508800
8567,6392,5.0,1168473600
8567,8519,5.0,1338508800
8567,822,5.0,1391472000
7115,258,5.0,1369353600
7115,3386,5.0,1369353600
7115,252,5.0,1369353600
7115,2406,5.0,1394668800
7115,2463,5.0,1394668800
7115,8571,5.0,1371254400
7115,2695,5.0,1369353600
7115,187,5.0,1369353600
7115,93,5.0,1369353600
5927,2112,5.0,1300665600
5927,4228,5.0,1038182400
5927,5314,3.0,1327104000
5927,980,5.0,1313452800
5927,93,1.0,1339632000
5927,1587,4.0,1382918400
5927,2492,3.0,1391212800
5927,3775,4.0,1191196800
5927,8891,5.0,1063843200
5927,3793,4.0,1188777600
5927,6242,3.0,1314576000
5927,1155,4.0,1318118400
5927,9290,5.0,1054080000
5927,6018,5.0,985824000
5927,1185,3.0,1172620800
5927,5581,2.0,1273708800
5927,7956,5.0,1020729600
8941,6011,5.0,1368057600
8941,1629,5.0,1359417600
8941,8957,5.0,1396137600
8941,3887,5.0,1359676800
8941,143,5.0,1384819200
8941,93,5.0,1377129600
8941,5278,5.0,1361923200
8941,4509,1.0,1400630400
5187,7206,2.0,1239580800
5187,2241,5.0,1404950400
5187,3847,5.0,1372550400
5187,5334,4.0,1125100800
5187,1141,5.0,1394841600
5187,5913,2.0,1393459200
5187,8317,3.0,1388880000
5187,5297,4.0,1361836800
5187,8022,5.0,1375056000
5187,4487,5.0,1376352000
5187,93,5.0,1348617600
5187,5537,5.0,1372550400
5187,9080,5.0,1391731200
5187,7519,5.0,1364515200
5187,531,5.0,1285545600
5187,447,4.0,1401148800
5187,1008,5.0,1394150400
5187,6456,5.0,1388880000
5187,897,4.0,1375142400
5187,1482,4.0,1383350400
5187,963,2.0,1349827200
5187,824,4.0,1387670400
5187,4096,4.0,1360454400
5187,1577,4.0,1384646400
8707,6131,4.0,1082419200
8707,658,4.0,1149811200
8707,751,1.0,1372723200
8707,472,1.0,1240876800
8707,1420,5.0,1195948800
8707,942,5.0,1140307200
8707,8197,4.0,1346889600
8707,9247,5.0,1244851200
8707,542,5.0,1402272000
8707,971,5.0,1236729600
8707,3226,5.0,1349481600
8707,457,4.0,1245456000
8707,2277,4.0,1193270400
8707,2459,4.0,1370995200
8707,451,3.0,1311292800
8707,93,5.0,1333238400
8707,3559,5.0,1174435200
8707,4115,1.0,1258761600
8707,497,5.0,1285027200
8707,2503,4.0,1210982400
8707,1223,4.0,1325980800
6983,959,4.0,1284768000
6983,1000,5.0,1247356800
6983,3571,4.0,1378166400
6983,9055,4.0,1281830400
6983,4596,5.0,1356220800
6983,93,4.0,1356912000
6983,6751,5.0,1333929600
6983,2176,5.0,1247356800
5811,309,3.0,1353283200
5811,5474,4.0,1402444800
5811,7176,4.0,1346976000
5811,1437,4.0,1354752000
5811,2925,3.0,1377043200
5811,8378,1.0,1369872000
5811,1190,4.0,1377043200
5811,852,5.0,1376956800
5811,145,3.0,1376956800
5811,1403,4.0,1354752000
5811,4658,3.0,1399593600
5811,2179,5.0,1377043200
5811,93,5.0,1345680000
5811,1495,5.0,1405209600
5811,487,5.0,1353369600
5811,1756,3.0,1391644800
5811,9688,5.0,1369872000
5811,1114,4.0,1377043200
5811,3588,4.0,1382400000
5811,316,5.0,1389571200
5811,1715,3.0,1375228800
5811,5583,4.0,1377043200
6151,6793,1.0,1196035200
6151,93,4.0,1346457600
6151,845,1.0,1168473600
6151,3032,1.0,1346457600
6151,2251,2.0,1346457600
6151,412,3.0,1391817600
6151,3577,2.0,1348963200
6151,110,2.0,1168473600
6151,761,1.0,1346457600
6151,2965,1.0,1346457600
6151,1055,5.0,1346457600
6151,1679,2.0,1346457600
7640,3417,5.0,1292025600
7640,767,5.0,1353715200
7640,93,5.0,1344038400
7640,444,4.0,1362009600
7640,7720,3.0,1389398400
7640,6259,3.0,1290816000
7640,3700,5.0,1389398400
7640,1706,4.0,1389398400
7640,6040,5.0,1395619200
8159,7368,5.0,1345075200
8159,771,4.0,1365465600
8159,8892,4.0,1342742400
8159,93,5.0,1352937600
8159,7312,4.0,1365552000
8159,2163,5.0,1302048000
8159,5519,4.0,1365552000
8159,522,5.0,1319414400
7375,93,5.0,1339027200
7375,8764,3.0,1400716800
7375,2277,1.0,1196985600
7375,1233,5.0,1400716800
